"Timestamp","FileName","FullPath","Status","Attempt","Message"
"2026-04-09 11:03:15","Capéau_Decoster_2016_Getting tired of work, or re-tiring in absence of decent job opportunities.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Capéau_Decoster_2016_Getting tired of work, or re-tiring in absence of decent job opportunities.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:03:35","Carpantier_Sapata_2016_Empirical welfare analysis.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Carpantier_Sapata_2016_Empirical welfare analysis.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:03:55","chapter_10.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\chapter_10.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:04:15","chapter_11.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\chapter_11.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:04:35","Chetty_2009_Sufficient Statistics for Welfare Analysis.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Chetty_2009_Sufficient Statistics for Welfare Analysis.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:04:55","Choné_Laroque_2010_Negative Marginal Tax Rates and Heterogeneity.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Choné_Laroque_2010_Negative Marginal Tax Rates and Heterogeneity.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:05:15","Dagsvik and Jia - 2016 - Labor Supply as a Choice Among Latent Jobs Unobserved Heterogeneity and Identification LABOR SUPPL.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Dagsvik and Jia - 2016 - Labor Supply as a Choice Among Latent Jobs Unobserved Heterogeneity and Identification LABOR SUPPL.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:05:35","Dagsvik et al. - 2014 - THEORETICAL AND PRACTICAL ARGUMENTS FOR MODELING LABOR SUPPLY AS A CHOICE AMONG LATENT JOBS.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Dagsvik et al. - 2014 - THEORETICAL AND PRACTICAL ARGUMENTS FOR MODELING LABOR SUPPLY AS A CHOICE AMONG LATENT JOBS.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:05:55","Dagsvik_Karlström_2005_Compensating Variation and Hicksian Choice Probabilities in Random Utility.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Dagsvik_Karlström_2005_Compensating Variation and Hicksian Choice Probabilities in Random Utility.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:06:15","Dagsvik_StrØm_2006_Sectoral labour supply, choice restrictions and functional form.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Dagsvik_StrØm_2006_Sectoral labour supply, choice restrictions and functional form.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:06:35","Decancq et al_2015_Happiness, Equivalent Incomes and Respect for Individual Preferences.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Decancq et al_2015_Happiness, Equivalent Incomes and Respect for Individual Preferences.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:06:55","Decancq_Schokkaert_2016_Beyond GDP.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Decancq_Schokkaert_2016_Beyond GDP.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:07:15","Durand_2015_The OECD Better Life Initiative.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Durand_2015_The OECD Better Life Initiative.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:07:35","Equal_Opportunity_or_Equal_Social_Outcom.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Equal_Opportunity_or_Equal_Social_Outcom.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:07:55","FERREIRA_GIGNOUX_2011_THE MEASUREMENT OF INEQUALITY OF OPPORTUNITY.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\FERREIRA_GIGNOUX_2011_THE MEASUREMENT OF INEQUALITY OF OPPORTUNITY.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:08:15","Fleurbaey and Maniquet - 2006 - Fair Income Tax.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Fleurbaey and Maniquet - 2006 - Fair Income Tax.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:08:36","Fleurbaey and Maniquet - 2018 - Optimal Income Taxation Theory and Principles of Fairness.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Fleurbaey and Maniquet - 2018 - Optimal Income Taxation Theory and Principles of Fairness.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:08:56","Fleurbaey_1995.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Fleurbaey_1995.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:09:16","Fleurbaey_2009_Beyond GDP.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Fleurbaey_2009_Beyond GDP.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:09:36","Fleurbaey_Gaulier_2009_International Comparisons of Living Standards by Equivalent Incomes.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Fleurbaey_Gaulier_2009_International Comparisons of Living Standards by Equivalent Incomes.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:09:56","Fleurbaey_maniquet_2017.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Fleurbaey_maniquet_2017.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:10:16","Fleurbaey_maniquet_2018.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Fleurbaey_maniquet_2018.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:10:36","Fleurbaey_maniquet_2019.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Fleurbaey_maniquet_2019.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:10:56","Immervoll et al_2007_Welfare Reform in European Countries.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Immervoll et al_2007_Welfare Reform in European Countries.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:11:16","J Public Economic Theory - 2007 - FLEURBAEY - Help the Low Skilled or Let the Hardworking Thrive  A Study of Fairness in.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\J Public Economic Theory - 2007 - FLEURBAEY - Help the Low Skilled or Let the Hardworking Thrive  A Study of Fairness in.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:11:36","Jacquet et al_2026_How Much Does Responsibility Matter in Fairness Measurement.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Jacquet et al_2026_How Much Does Responsibility Matter in Fairness Measurement.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:11:56","jobs_and_wellbeing.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\jobs_and_wellbeing.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:12:16","Jones_Klenow_2016_Beyond GDP.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Jones_Klenow_2016_Beyond GDP.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:12:36","Löffler et al_2014_Structural labor supply models and wage exogeneity.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Löffler et al_2014_Structural labor supply models and wage exogeneity.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:12:56","Löffler et al_2018_The Sensitivity of Structural Labor Supply Estimations to Modeling Assumptions.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Löffler et al_2018_The Sensitivity of Structural Labor Supply Estimations to Modeling Assumptions.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:13:17","Maniquet2008.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Maniquet2008.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:13:37","Mas_Pallais_2017_Valuing Alternative Work Arrangements.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Mas_Pallais_2017_Valuing Alternative Work Arrangements.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:13:57","Peichl_Siegloch_2012_Accounting for labor demand effects in structural labor supply models.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Peichl_Siegloch_2012_Accounting for labor demand effects in structural labor supply models.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:14:17","Roemer_2002_Equality of opportunity.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Roemer_2002_Equality of opportunity.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:14:37","Roemer-EqualityOpportunityTheory-2016.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Roemer-EqualityOpportunityTheory-2016.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:14:57","Saez and Stantcheva - 2016 - Generalized Social Marginal Welfare Weights for Op.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Saez and Stantcheva - 2016 - Generalized Social Marginal Welfare Weights for Op.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:15:17","Saez_2002_Optimal Income Transfer Programs.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Saez_2002_Optimal Income Transfer Programs.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:15:37","Sher_2024_Generalized Social Marginal Welfare Weights Imply Inconsistent Comparisons of.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Sher_2024_Generalized Social Marginal Welfare Weights Imply Inconsistent Comparisons of.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:15:57","Shorrocks_2013_Decomposition procedures for distributional analysis.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Shorrocks_2013_Decomposition procedures for distributional analysis.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:16:17","Sutherland_Figari_2013_EUROMOD.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Sutherland_Figari_2013_EUROMOD.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:16:37","Valetta_2010.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Valetta_2010.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 11:16:57","Van Soest - 1995 - Structural Models of Family Labor Supply A Discrete Choice Approach.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Van Soest - 1995 - Structural Models of Family Labor Supply A Discrete Choice Approach.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 12:16:02","Bargain_Orsini_2006_In-work policies in Europe.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Bargain_Orsini_2006_In-work policies in Europe.pdf","FAILED","1","No new print job appeared in the queue within 120 seconds."
"2026-04-09 12:18:24","Bargain_Orsini_2006_In-work policies in Europe.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Bargain_Orsini_2006_In-work policies in Europe.pdf","FAILED","2","No new print job appeared in the queue within 120 seconds."
"2026-04-09 12:20:45","Bargain_Orsini_2006_In-work policies in Europe.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Bargain_Orsini_2006_In-work policies in Europe.pdf","FAILED","3","No new print job appeared in the queue within 120 seconds."
"2026-04-09 12:23:50","Bargain_Orsini_2006_In-work policies in Europe.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Bargain_Orsini_2006_In-work policies in Europe.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 12:24:20","Bloemen_2000_A model of labour supply with job offer restrictions.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Bloemen_2000_A model of labour supply with job offer restrictions.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 12:24:51","Capéau et al_2021_Nonparametric Welfare Analysis for Discrete Choice.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Capéau et al_2021_Nonparametric Welfare Analysis for Discrete Choice.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 12:25:21","chapter_10.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\chapter_10.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 12:25:51","Decancq_Schokkaert_2016_Beyond GDP.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Decancq_Schokkaert_2016_Beyond GDP.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 12:26:21","Durand_2015_The OECD Better Life Initiative.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Durand_2015_The OECD Better Life Initiative.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 12:26:51","Equal_Opportunity_or_Equal_Social_Outcom.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Equal_Opportunity_or_Equal_Social_Outcom.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 12:27:22","FERREIRA_GIGNOUX_2011_THE MEASUREMENT OF INEQUALITY OF OPPORTUNITY.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\FERREIRA_GIGNOUX_2011_THE MEASUREMENT OF INEQUALITY OF OPPORTUNITY.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 12:27:52","Fleurbaey and Maniquet - 2006 - Fair Income Tax.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Fleurbaey and Maniquet - 2006 - Fair Income Tax.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 12:28:22","Fleurbaey and Maniquet - 2018 - Optimal Income Taxation Theory and Principles of Fairness.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Fleurbaey and Maniquet - 2018 - Optimal Income Taxation Theory and Principles of Fairness.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 12:28:52","Fleurbaey_1995.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Fleurbaey_1995.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 12:29:23","Fleurbaey_2009_Beyond GDP.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Fleurbaey_2009_Beyond GDP.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 12:30:03","Fleurbaey_Gaulier_2009_International Comparisons of Living Standards by Equivalent Incomes.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Fleurbaey_Gaulier_2009_International Comparisons of Living Standards by Equivalent Incomes.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 12:30:33","Fleurbaey_maniquet_2017.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Fleurbaey_maniquet_2017.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 12:31:03","Fleurbaey_maniquet_2018.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Fleurbaey_maniquet_2018.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 12:31:34","Fleurbaey_maniquet_2019.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Fleurbaey_maniquet_2019.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 12:32:04","Immervoll et al_2007_Welfare Reform in European Countries.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Immervoll et al_2007_Welfare Reform in European Countries.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 12:32:34","J Public Economic Theory - 2007 - FLEURBAEY - Help the Low Skilled or Let the Hardworking Thrive  A Study of Fairness in.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\J Public Economic Theory - 2007 - FLEURBAEY - Help the Low Skilled or Let the Hardworking Thrive  A Study of Fairness in.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 12:33:04","Jacquet et al_2026_How Much Does Responsibility Matter in Fairness Measurement.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Jacquet et al_2026_How Much Does Responsibility Matter in Fairness Measurement.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 12:33:35","jobs_and_wellbeing.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\jobs_and_wellbeing.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 12:34:05","Jones_Klenow_2016_Beyond GDP.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Jones_Klenow_2016_Beyond GDP.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 12:34:35","Löffler et al_2014_Structural labor supply models and wage exogeneity.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Löffler et al_2014_Structural labor supply models and wage exogeneity.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 12:35:05","Löffler et al_2018_The Sensitivity of Structural Labor Supply Estimations to Modeling Assumptions.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Löffler et al_2018_The Sensitivity of Structural Labor Supply Estimations to Modeling Assumptions.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 12:35:36","Maniquet2008.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Maniquet2008.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 12:36:06","Mas_Pallais_2017_Valuing Alternative Work Arrangements.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Mas_Pallais_2017_Valuing Alternative Work Arrangements.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
"2026-04-09 12:36:36","Peichl_Siegloch_2012_Accounting for labor demand effects in structural labor supply models.pdf","C:\Users\hisham\Desktop\Job_Market_paper\Literature\Peichl_Siegloch_2012_Accounting for labor demand effects in structural labor supply models.pdf","SENT","1","Print command sent to Adobe Reader using default printer settings."
