repo_tree,abs_path,rel_path,tracked_status,file_type,size_bytes,sha256_or_flag,git_status,last_modifying_commit,manifest_ref,pin_ref,pointer_ref,contract_ref,manuscript_ref,review_ref,ruling_ref,immutability_ruling_protection,canonical_successor,proposed_disposition,reason,proposed_action,archive_path,verification_status,deputy_ratification_required
MNL,C:/Users/hisham/Repo/MNL/fr_singles_engine_ready_p2a_bpool_v2.parquet,fr_singles_engine_ready_p2a_bpool_v2.parquet,TRACKED,parquet,23114466,8bf083ce3be17f8c74af894bc3748718cbb0a991eb9a411db7188e806d1e9f0d,clean,17fb58da86267b4a4f92a884e233babd761cb24c,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 1] Reclassified CANONICAL_CURRENT -> HOLD: v1's classification relied solely on an unconfirmed 'presumed live repository material' presumption with no independent pin/manifest/contract/manuscript/review/ruling citation (all reference-corpus flags False on this row). Ruling Sec.3/5 does not authorize a blanket tracked-and-clean presumption for CANONICAL_CURRENT; defaulted fail-closed to HOLD pending independent confirmation of current role. Original v1 reason: Tracked, git-clean codebase/documentation file with no supersession/archive marker and no attempt-directory context; presumed live repository material. NOT independently confirmed by an explicit pin/manifest/contract/manuscript citation -- see reference_protection_map coverage caveat in the summary.",None -- keep in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/fr_singles_engine_ready_v1.parquet,fr_singles_engine_ready_v1.parquet,TRACKED,parquet,24982987,bf406cf9b7768d6070fa11d33bca0a4617a9d3eea0435fca00c8557d30464623,clean,ba3cacb01364a8404bb4f38d8312656fa520a86b,False,False,False,False,False,False,False,,,HOLD,"Corrected by Step-2b chain pass: tracked member of a same-directory version chain (fr_singles_engine_ready.parquet, 5 versions present) where NO version in the chain is cited by the reference corpus scanned. Ruling s5 forbids inferring canonical status from the highest version number alone, so this chain is unresolved rather than defaulted to current.",None pending clarification.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/fr_singles_engine_ready_v2.parquet,fr_singles_engine_ready_v2.parquet,TRACKED,parquet,24986029,7fa121de0d6a7cdd622495f42487efe1b3c80e900bcf2fa626d397968f920954,clean,ba3cacb01364a8404bb4f38d8312656fa520a86b,False,False,False,False,False,False,False,,,HOLD,"Corrected by Step-2b chain pass: tracked member of a same-directory version chain (fr_singles_engine_ready.parquet, 5 versions present) where NO version in the chain is cited by the reference corpus scanned. Ruling s5 forbids inferring canonical status from the highest version number alone, so this chain is unresolved rather than defaulted to current.",None pending clarification.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/fr_singles_engine_ready_v3.parquet,fr_singles_engine_ready_v3.parquet,TRACKED,parquet,24988526,c7b89f81e5f6f13d039cb809d2e0a0708a93f93278145e5d37bb330341342a57,clean,ba3cacb01364a8404bb4f38d8312656fa520a86b,False,False,False,False,False,False,False,,,HOLD,"Corrected by Step-2b chain pass: tracked member of a same-directory version chain (fr_singles_engine_ready.parquet, 5 versions present) where NO version in the chain is cited by the reference corpus scanned. Ruling s5 forbids inferring canonical status from the highest version number alone, so this chain is unresolved rather than defaulted to current.",None pending clarification.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/fr_singles_engine_ready_v4.parquet,fr_singles_engine_ready_v4.parquet,TRACKED,parquet,24995986,41dd670e7322612b5aa930da5c47ec105eace63c3b9d63a8f30cb17c17d04d05,clean,ba3cacb01364a8404bb4f38d8312656fa520a86b,False,False,False,False,False,False,False,,,HOLD,"Corrected by Step-2b chain pass: tracked member of a same-directory version chain (fr_singles_engine_ready.parquet, 5 versions present) where NO version in the chain is cited by the reference corpus scanned. Ruling s5 forbids inferring canonical status from the highest version number alone, so this chain is unresolved rather than defaulted to current.",None pending clarification.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/fr_singles_engine_ready_v5.parquet,fr_singles_engine_ready_v5.parquet,TRACKED,parquet,24998339,7759951355733241cb6994632824146963bdf35b85edce86c7f3d396db8bc672,clean,ba3cacb01364a8404bb4f38d8312656fa520a86b,False,False,False,False,False,False,False,,,HOLD,"Corrected by Step-2b chain pass: tracked member of a same-directory version chain (fr_singles_engine_ready.parquet, 5 versions present) where NO version in the chain is cited by the reference corpus scanned. Ruling s5 forbids inferring canonical status from the highest version number alone, so this chain is unresolved rather than defaulted to current.",None pending clarification.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/fr_singles_engine_ready_v5_partial.parquet,fr_singles_engine_ready_v5_partial.parquet,TRACKED,parquet,24996558,be0a3238dfae5cf7866f3a7f4a6a8c7f0e2bf2051d4ca1ffc89357cde7f9a7a4,clean,ba3cacb01364a8404bb4f38d8312656fa520a86b,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 1] Reclassified CANONICAL_CURRENT -> HOLD: v1's classification relied solely on an unconfirmed 'presumed live repository material' presumption with no independent pin/manifest/contract/manuscript/review/ruling citation (all reference-corpus flags False on this row). Ruling Sec.3/5 does not authorize a blanket tracked-and-clean presumption for CANONICAL_CURRENT; defaulted fail-closed to HOLD pending independent confirmation of current role. Original v1 reason: Tracked, git-clean codebase/documentation file with no supersession/archive marker and no attempt-directory context; presumed live repository material. NOT independently confirmed by an explicit pin/manifest/contract/manuscript citation -- see reference_protection_map coverage caveat in the summary.",None -- keep in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/gate_gsplit_901_run.log,gate_gsplit_901_run.log,TRACKED,log,15398,93a6c987207ea81eb3e447006b86f6025ab2327dee74b3dd8b36047fd3b12c38,clean,d98becdb299fed2badf1d6eff12c753453356a27,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 1] Reclassified CANONICAL_CURRENT -> HOLD: v1's classification relied solely on an unconfirmed 'presumed live repository material' presumption with no independent pin/manifest/contract/manuscript/review/ruling citation (all reference-corpus flags False on this row). Ruling Sec.3/5 does not authorize a blanket tracked-and-clean presumption for CANONICAL_CURRENT; defaulted fail-closed to HOLD pending independent confirmation of current role. Original v1 reason: Tracked, git-clean codebase/documentation file with no supersession/archive marker and no attempt-directory context; presumed live repository material. NOT independently confirmed by an explicit pin/manifest/contract/manuscript citation -- see reference_protection_map coverage caveat in the summary.",None -- keep in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/gate_output.txt,gate_output.txt,TRACKED,txt,2881,8d333500bb1afef14ce0ad7bf050e3f63e3ed5e6a327bb7007e4507184dabec7,clean,d98becdb299fed2badf1d6eff12c753453356a27,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 1] Reclassified CANONICAL_CURRENT -> HOLD: v1's classification relied solely on an unconfirmed 'presumed live repository material' presumption with no independent pin/manifest/contract/manuscript/review/ruling citation (all reference-corpus flags False on this row). Ruling Sec.3/5 does not authorize a blanket tracked-and-clean presumption for CANONICAL_CURRENT; defaulted fail-closed to HOLD pending independent confirmation of current role. Original v1 reason: Tracked, git-clean codebase/documentation file with no supersession/archive marker and no attempt-directory context; presumed live repository material. NOT independently confirmed by an explicit pin/manifest/contract/manuscript citation -- see reference_protection_map coverage caveat in the summary.",None -- keep in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/p2a_fit_provenance.json,p2a_fit_provenance.json,TRACKED,json,1784,36e0fc684f6ca552245110c6a7705d80013103999781644dcd6597d9f41aaf0b,clean,0ef7304e8e71ed3f5e540ad4c6319cd0e969c407,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 1] Reclassified CANONICAL_CURRENT -> HOLD: v1's classification relied solely on an unconfirmed 'presumed live repository material' presumption with no independent pin/manifest/contract/manuscript/review/ruling citation (all reference-corpus flags False on this row). Ruling Sec.3/5 does not authorize a blanket tracked-and-clean presumption for CANONICAL_CURRENT; defaulted fail-closed to HOLD pending independent confirmation of current role. Original v1 reason: Tracked, git-clean codebase/documentation file with no supersession/archive marker and no attempt-directory context; presumed live repository material. NOT independently confirmed by an explicit pin/manifest/contract/manuscript citation -- see reference_protection_map coverage caveat in the summary.",None -- keep in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/Project_files_structure.md,Project_files_structure.md,TRACKED,md,5281888,02c208d2941c3bc6b8609cbabeb58e9ffb0b8945fc918b8d44c74cfc11fdba26,clean,0ef7304e8e71ed3f5e540ad4c6319cd0e969c407,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 1] Reclassified CANONICAL_CURRENT -> HOLD: v1's classification relied solely on an unconfirmed 'presumed live repository material' presumption with no independent pin/manifest/contract/manuscript/review/ruling citation (all reference-corpus flags False on this row). Ruling Sec.3/5 does not authorize a blanket tracked-and-clean presumption for CANONICAL_CURRENT; defaulted fail-closed to HOLD pending independent confirmation of current role. Original v1 reason: Tracked, git-clean codebase/documentation file with no supersession/archive marker and no attempt-directory context; presumed live repository material. NOT independently confirmed by an explicit pin/manifest/contract/manuscript citation -- see reference_protection_map coverage caveat in the summary.",None -- keep in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/pyproject.toml,pyproject.toml,TRACKED,toml,1234,4ec42d191963d4f1a216e85c56789561b13f7d7915029a08ca6408b0329c0002,clean,157b02d3f7ba3238a33aa4a5821ef99010b3ae13,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 1] Reclassified CANONICAL_CURRENT -> HOLD: v1's classification relied solely on an unconfirmed 'presumed live repository material' presumption with no independent pin/manifest/contract/manuscript/review/ruling citation (all reference-corpus flags False on this row). Ruling Sec.3/5 does not authorize a blanket tracked-and-clean presumption for CANONICAL_CURRENT; defaulted fail-closed to HOLD pending independent confirmation of current role. Original v1 reason: Tracked, git-clean codebase/documentation file with no supersession/archive marker and no attempt-directory context; presumed live repository material. NOT independently confirmed by an explicit pin/manifest/contract/manuscript citation -- see reference_protection_map coverage caveat in the summary.",None -- keep in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/README.md,README.md,TRACKED,md,25521,4f8c8317fa2edfa37fb280d5fd26d2e6c91b163b0af68377bea16194d8681786,clean,0ef7304e8e71ed3f5e540ad4c6319cd0e969c407,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 1] Reclassified CANONICAL_CURRENT -> HOLD: v1's classification relied solely on an unconfirmed 'presumed live repository material' presumption with no independent pin/manifest/contract/manuscript/review/ruling citation (all reference-corpus flags False on this row). Ruling Sec.3/5 does not authorize a blanket tracked-and-clean presumption for CANONICAL_CURRENT; defaulted fail-closed to HOLD pending independent confirmation of current role. Original v1 reason: Tracked, git-clean codebase/documentation file with no supersession/archive marker and no attempt-directory context; presumed live repository material. NOT independently confirmed by an explicit pin/manifest/contract/manuscript citation -- see reference_protection_map coverage caveat in the summary.",None -- keep in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/requirements.txt,requirements.txt,TRACKED,txt,4590,b06d1b7b0f9517a3d63300396bcd35c727e0f63f87c65b41d2f031b9847812fc,clean,28d73562331e4f7935762ca0c76a670c64b96f6b,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 1] Reclassified CANONICAL_CURRENT -> HOLD: v1's classification relied solely on an unconfirmed 'presumed live repository material' presumption with no independent pin/manifest/contract/manuscript/review/ruling citation (all reference-corpus flags False on this row). Ruling Sec.3/5 does not authorize a blanket tracked-and-clean presumption for CANONICAL_CURRENT; defaulted fail-closed to HOLD pending independent confirmation of current role. Original v1 reason: Tracked, git-clean codebase/documentation file with no supersession/archive marker and no attempt-directory context; presumed live repository material. NOT independently confirmed by an explicit pin/manifest/contract/manuscript citation -- see reference_protection_map coverage caveat in the summary.",None -- keep in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/RURO_MNL_project_files_structure.md,RURO_MNL_project_files_structure.md,TRACKED,md,485169,db096fe1fdb19b3ec97f4f37fdf751a9a30f9963b328130f62bd4763b105a557,clean,0ef7304e8e71ed3f5e540ad4c6319cd0e969c407,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 1] Reclassified CANONICAL_CURRENT -> HOLD: v1's classification relied solely on an unconfirmed 'presumed live repository material' presumption with no independent pin/manifest/contract/manuscript/review/ruling citation (all reference-corpus flags False on this row). Ruling Sec.3/5 does not authorize a blanket tracked-and-clean presumption for CANONICAL_CURRENT; defaulted fail-closed to HOLD pending independent confirmation of current role. Original v1 reason: Tracked, git-clean codebase/documentation file with no supersession/archive marker and no attempt-directory context; presumed live repository material. NOT independently confirmed by an explicit pin/manifest/contract/manuscript citation -- see reference_protection_map coverage caveat in the summary.",None -- keep in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/theta_p2a_singles_2016_v1.csv,theta_p2a_singles_2016_v1.csv,TRACKED,csv,2799,930ef3aa753d0c48b6e923cfa4de9847beac5aae8c585c7eec5512ee01cbbd33,clean,a9ea85290fad93829486ec8e352f84da284d028f,True,True,False,False,False,False,False,,,CANONICAL_CURRENT,"Cited by reference corpus as ['manifest', 'pin-hash']; live mission input.","None -- current, keep in place.",N/A,N/A,No (no action proposed)
MNL,C:/Users/hisham/Repo/MNL/theta_p2a_singles_2016_v2.csv,theta_p2a_singles_2016_v2.csv,TRACKED,csv,3319,9c8d7ee7f4ee5b1bd4ae3edd2970dd96fe348c242cc4b6bdcd15de82fc1ba981,clean,509dca19f5797e21db8e9e13de23ba682970d01c,True,False,False,False,False,False,False,,,CANONICAL_CURRENT,"[HK01 v2 / R1+R2 correction, Codex review 2026-08-24 Sec.3,4] Committed cross-repo artifact manifest Job_Market_paper/docs/JMP_cross_repo_artifact_manifest_v1.md:75-80 names this exact path as the provisional region-live theta (recorded hash matches live bytes); current manager handoff Job_Market_paper/docs/JMP_cross_repo_manager_handoff_v1.md:239 audits it as current local state. Reclassified ARCHIVE_MOVABLE -> CANONICAL_CURRENT; not eligible for archival while manifest-named per ruling Sec.4.",None - protected (CANONICAL_CURRENT),N/A,N/A,No (no action proposed)
MNL,C:/Users/hisham/Repo/MNL/theta_trial_singles_2016_v1.csv,theta_trial_singles_2016_v1.csv,TRACKED,csv,3107,2429aacf4a119d45f571fe7fdf6bb827898500212756c5f6f755f50399811128,clean,ba3cacb01364a8404bb4f38d8312656fa520a86b,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 1] Reclassified CANONICAL_CURRENT -> HOLD: v1's classification relied solely on an unconfirmed 'presumed live repository material' presumption with no independent pin/manifest/contract/manuscript/review/ruling citation (all reference-corpus flags False on this row). Ruling Sec.3/5 does not authorize a blanket tracked-and-clean presumption for CANONICAL_CURRENT; defaulted fail-closed to HOLD pending independent confirmation of current role. Original v1 reason: Tracked, git-clean codebase/documentation file with no supersession/archive marker and no attempt-directory context; presumed live repository material. NOT independently confirmed by an explicit pin/manifest/contract/manuscript citation -- see reference_protection_map coverage caveat in the summary.",None -- keep in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/theta_trial_singles_2016_v2_occpinned.csv,theta_trial_singles_2016_v2_occpinned.csv,TRACKED,csv,3026,4d5604499ae87de900d804b338cb84d982d57d329bc132ae44a249131528593d,clean,351af8279f5d30b3991f34d270dfd9e3013abcaf,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 1] Reclassified CANONICAL_CURRENT -> HOLD: v1's classification relied solely on an unconfirmed 'presumed live repository material' presumption with no independent pin/manifest/contract/manuscript/review/ruling citation (all reference-corpus flags False on this row). Ruling Sec.3/5 does not authorize a blanket tracked-and-clean presumption for CANONICAL_CURRENT; defaulted fail-closed to HOLD pending independent confirmation of current role. Original v1 reason: Tracked, git-clean codebase/documentation file with no supersession/archive marker and no attempt-directory context; presumed live repository material. NOT independently confirmed by an explicit pin/manifest/contract/manuscript citation -- see reference_protection_map coverage caveat in the summary.",None -- keep in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/theta_trial_singles_2016_v3_final.csv,theta_trial_singles_2016_v3_final.csv,TRACKED,csv,3029,3c58d57ae7dd95655b778330f5a71505e984d8267e3edd67605dded674b833ba,clean,48f06ef8afe1de7d106ea1e23bcf6614346c3217,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 1] Reclassified CANONICAL_CURRENT -> HOLD: v1's classification relied solely on an unconfirmed 'presumed live repository material' presumption with no independent pin/manifest/contract/manuscript/review/ruling citation (all reference-corpus flags False on this row). Ruling Sec.3/5 does not authorize a blanket tracked-and-clean presumption for CANONICAL_CURRENT; defaulted fail-closed to HOLD pending independent confirmation of current role. Original v1 reason: Tracked, git-clean codebase/documentation file with no supersession/archive marker and no attempt-directory context; presumed live repository material. NOT independently confirmed by an explicit pin/manifest/contract/manuscript citation -- see reference_protection_map coverage caveat in the summary.",None -- keep in place.,N/A,N/A,N/A (HOLD)
