repo_tree,abs_path,rel_path,tracked_status,file_type,size_bytes,sha256_or_flag,git_status,last_modifying_commit,manifest_ref,pin_ref,pointer_ref,contract_ref,manuscript_ref,review_ref,ruling_ref,immutability_ruling_protection,canonical_successor,proposed_disposition,reason,proposed_action,deputy_ratification_required
MNL,C:/Users/hisham/Repo/MNL/notebooks/france/fr_singles_results_discussion_v1.ipynb,notebooks/france/fr_singles_results_discussion_v1.ipynb,UNTRACKED,ipynb,2201775,490de0ba0c8cdfa60d3c142c3f71ee2c4db986e1e218b4919c6db22a3d51eed1,??,,False,False,False,False,False,False,False,,,HOLD,"CONTENT CHANGED since v1 scan: v1 recorded size=1126685 bytes, sha256=75efcb6cc02ef220...; current size grew to a live re-hash, sha256 differs. Untracked material with no reference-corpus citation, no attempt-directory evidentiary context. Disposition unchanged from v1 (HOLD) pending clarification; this is a content-delta row, not a reclassification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/notebook_dev_v3/results_discussion_table6_3a_hours_grid_fit.csv,outputs/p2a_singles2016/notebook_dev_v3/results_discussion_table6_3a_hours_grid_fit.csv,UNTRACKED,csv,2776,85434d2c3d7cc7e7302dd58179cb6f217319fcf11eface48b6bd6fbfb039e057,??,,False,False,False,False,False,False,False,,,HOLD,"NEW file (not present in v1). Directory outputs/p2a_singles2016/notebook_dev_v3/ is cited verbatim by JMP::docs/Missions/JMP_M08E_E2_closure_notebook_and_RUM_ruling_v1.md (ruling-citation, authorized aggregate development-output location) per the reference protection map, but v1 did not propagate that directory-level citation to ruling_ref=True on individual files inside it (resolved_repo was left '?' in v1's own map). Classified HOLD for consistency with v1's treatment of the other 37 files already in this directory; see delta summary governance-gap note on the unresolved directory-level citation.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/notebook_dev_v3/results_discussion_table6_3b_employment_by_education.csv,outputs/p2a_singles2016/notebook_dev_v3/results_discussion_table6_3b_employment_by_education.csv,UNTRACKED,csv,735,d3f0e954380e7f666163094d126dad82aa18b71e47761629a52ea4df65bde570,??,,False,False,False,False,False,False,False,,,HOLD,"NEW file (not present in v1). Directory outputs/p2a_singles2016/notebook_dev_v3/ is cited verbatim by JMP::docs/Missions/JMP_M08E_E2_closure_notebook_and_RUM_ruling_v1.md (ruling-citation, authorized aggregate development-output location) per the reference protection map, but v1 did not propagate that directory-level citation to ruling_ref=True on individual files inside it (resolved_repo was left '?' in v1's own map). Classified HOLD for consistency with v1's treatment of the other 37 files already in this directory; see delta summary governance-gap note on the unresolved directory-level citation.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/notebook_dev_v3/results_discussion_table6_5b_budget_profiles.csv,outputs/p2a_singles2016/notebook_dev_v3/results_discussion_table6_5b_budget_profiles.csv,UNTRACKED,csv,12547,aabb5800699eb87a972a4f76416850799805f36714fd02a8647f2222fe75f02c,??,,False,False,False,False,False,False,False,,,HOLD,"NEW file (not present in v1). Directory outputs/p2a_singles2016/notebook_dev_v3/ is cited verbatim by JMP::docs/Missions/JMP_M08E_E2_closure_notebook_and_RUM_ruling_v1.md (ruling-citation, authorized aggregate development-output location) per the reference protection map, but v1 did not propagate that directory-level citation to ruling_ref=True on individual files inside it (resolved_repo was left '?' in v1's own map). Classified HOLD for consistency with v1's treatment of the other 37 files already in this directory; see delta summary governance-gap note on the unresolved directory-level citation.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/notebook_dev_v3/results_discussion_table6_5_representative_types.csv,outputs/p2a_singles2016/notebook_dev_v3/results_discussion_table6_5_representative_types.csv,UNTRACKED,csv,1903,57bb70913d3ed6515ec45a412c86ac5ec9b25c74525ad3d40dbfefd2f36a4530,??,,False,False,False,False,False,False,False,,,HOLD,"NEW file (not present in v1). Directory outputs/p2a_singles2016/notebook_dev_v3/ is cited verbatim by JMP::docs/Missions/JMP_M08E_E2_closure_notebook_and_RUM_ruling_v1.md (ruling-citation, authorized aggregate development-output location) per the reference protection map, but v1 did not propagate that directory-level citation to ruling_ref=True on individual files inside it (resolved_repo was left '?' in v1's own map). Classified HOLD for consistency with v1's treatment of the other 37 files already in this directory; see delta summary governance-gap note on the unresolved directory-level citation.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/notebook_dev_v3/results_discussion_table6_6_tangency.csv,outputs/p2a_singles2016/notebook_dev_v3/results_discussion_table6_6_tangency.csv,UNTRACKED,csv,1310,9b0bc133ed1d11f6fdbd389b726d702fc2434521160faa6d09204ce842ac2a16,??,,False,False,False,False,False,False,False,,,HOLD,"NEW file (not present in v1). Directory outputs/p2a_singles2016/notebook_dev_v3/ is cited verbatim by JMP::docs/Missions/JMP_M08E_E2_closure_notebook_and_RUM_ruling_v1.md (ruling-citation, authorized aggregate development-output location) per the reference protection map, but v1 did not propagate that directory-level citation to ruling_ref=True on individual files inside it (resolved_repo was left '?' in v1's own map). Classified HOLD for consistency with v1's treatment of the other 37 files already in this directory; see delta summary governance-gap note on the unresolved directory-level citation.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T121942Z_61252_635eb9efda8a46d48582990233463b7f_u6dgates4_STOPPED_ERROR/u6d_gates_v1.json,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T121942Z_61252_635eb9efda8a46d48582990233463b7f_u6dgates4_STOPPED_ERROR/u6d_gates_v1.json,UNTRACKED,json,38874,412e3a87cce08ea0dae997339a1ca22652d120cb15264368f7a816299a1377f5,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries an aborted/incomplete-run marker (STOPPED_ERROR); not accepted, not cited by any pin/manifest/contract/manuscript/review/ruling scanned. Live U6-D evidence, pricing/gates chain still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T121942Z_61252_635eb9efda8a46d48582990233463b7f_u6dgates4_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_engine_ready_p2a_bpool.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T121942Z_61252_635eb9efda8a46d48582990233463b7f_u6dgates4_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_engine_ready_p2a_bpool.parquet,UNTRACKED,parquet,21227125,a3c63c45edd9ce208747b7eca5ec625e948507c0980d56f93ded40d7b904beff,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries an aborted/incomplete-run marker (STOPPED_ERROR); not accepted, not cited by any pin/manifest/contract/manuscript/review/ruling scanned. Live U6-D evidence, pricing/gates chain still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T121942Z_61252_635eb9efda8a46d48582990233463b7f_u6dgates4_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_00000.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T121942Z_61252_635eb9efda8a46d48582990233463b7f_u6dgates4_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_00000.parquet,UNTRACKED,parquet,566230,2e8976aacfe1a00b6bf3bd68f129a9831d307cb58c9a273532972646c8fd3918,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries an aborted/incomplete-run marker (STOPPED_ERROR); not accepted, not cited by any pin/manifest/contract/manuscript/review/ruling scanned. Live U6-D evidence, pricing/gates chain still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T121942Z_61252_635eb9efda8a46d48582990233463b7f_u6dgates4_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_00200.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T121942Z_61252_635eb9efda8a46d48582990233463b7f_u6dgates4_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_00200.parquet,UNTRACKED,parquet,574066,f026a65b04a64364badeb688a0feef109b3a585c69fec387517411ad86379f5d,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries an aborted/incomplete-run marker (STOPPED_ERROR); not accepted, not cited by any pin/manifest/contract/manuscript/review/ruling scanned. Live U6-D evidence, pricing/gates chain still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T121942Z_61252_635eb9efda8a46d48582990233463b7f_u6dgates4_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_00400.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T121942Z_61252_635eb9efda8a46d48582990233463b7f_u6dgates4_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_00400.parquet,UNTRACKED,parquet,546576,5f3506afee693a96c69b81961d19f15e1b6b6e2c5a6f7c2cd9d28cebccb6aea6,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries an aborted/incomplete-run marker (STOPPED_ERROR); not accepted, not cited by any pin/manifest/contract/manuscript/review/ruling scanned. Live U6-D evidence, pricing/gates chain still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T121942Z_61252_635eb9efda8a46d48582990233463b7f_u6dgates4_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_00600.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T121942Z_61252_635eb9efda8a46d48582990233463b7f_u6dgates4_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_00600.parquet,UNTRACKED,parquet,577870,2722023948abcc8e069855773c33c062cf7bb91635ab3765875f05dfbdba0ce4,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries an aborted/incomplete-run marker (STOPPED_ERROR); not accepted, not cited by any pin/manifest/contract/manuscript/review/ruling scanned. Live U6-D evidence, pricing/gates chain still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T121942Z_61252_635eb9efda8a46d48582990233463b7f_u6dgates4_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_00800.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T121942Z_61252_635eb9efda8a46d48582990233463b7f_u6dgates4_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_00800.parquet,UNTRACKED,parquet,557627,134f4dc4b5e0d1dc1e6e3bb1f6b518f69c5eeff867bde9d5a5e081192dee7afa,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries an aborted/incomplete-run marker (STOPPED_ERROR); not accepted, not cited by any pin/manifest/contract/manuscript/review/ruling scanned. Live U6-D evidence, pricing/gates chain still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T121942Z_61252_635eb9efda8a46d48582990233463b7f_u6dgates4_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_01000.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T121942Z_61252_635eb9efda8a46d48582990233463b7f_u6dgates4_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_01000.parquet,UNTRACKED,parquet,553873,b1ff76a60fc56499ba78058fdd0cd4dbbd963e28bf29e2d864b8cb4a317f4bc0,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries an aborted/incomplete-run marker (STOPPED_ERROR); not accepted, not cited by any pin/manifest/contract/manuscript/review/ruling scanned. Live U6-D evidence, pricing/gates chain still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T121942Z_61252_635eb9efda8a46d48582990233463b7f_u6dgates4_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_01200.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T121942Z_61252_635eb9efda8a46d48582990233463b7f_u6dgates4_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_01200.parquet,UNTRACKED,parquet,555886,f698f6e08db15094665d86b7e3b81429cecb575cb852c8a878bed2c437d49315,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries an aborted/incomplete-run marker (STOPPED_ERROR); not accepted, not cited by any pin/manifest/contract/manuscript/review/ruling scanned. Live U6-D evidence, pricing/gates chain still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T121942Z_61252_635eb9efda8a46d48582990233463b7f_u6dgates4_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_01400.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T121942Z_61252_635eb9efda8a46d48582990233463b7f_u6dgates4_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_01400.parquet,UNTRACKED,parquet,445645,ce1bf828146e6234817fdbee6e311996caf12ab22ac495ba40425eb46248ca4c,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries an aborted/incomplete-run marker (STOPPED_ERROR); not accepted, not cited by any pin/manifest/contract/manuscript/review/ruling scanned. Live U6-D evidence, pricing/gates chain still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122107Z_607652_3bb1ace789004c9290193662e057cb48_u6dgates5_STOPPED_QW-ALIGN/u6d_gates_v1.json,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122107Z_607652_3bb1ace789004c9290193662e057cb48_u6dgates5_STOPPED_QW-ALIGN/u6d_gates_v1.json,UNTRACKED,json,39122,403aacb8f0a9ed57367525cf98e1d4f529a7b7e270d8bce806cfb3fb17c10502,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries a stopped/non-terminal marker (STOPPED_QW-ALIGN, a QW-alignment halt, not an error); not accepted, not cited by reference corpus. Live U6-D evidence, still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122107Z_607652_3bb1ace789004c9290193662e057cb48_u6dgates5_STOPPED_QW-ALIGN/basis_build/notebook_dev_101/fr_singles_engine_ready_p2a_bpool.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122107Z_607652_3bb1ace789004c9290193662e057cb48_u6dgates5_STOPPED_QW-ALIGN/basis_build/notebook_dev_101/fr_singles_engine_ready_p2a_bpool.parquet,UNTRACKED,parquet,21227125,a3c63c45edd9ce208747b7eca5ec625e948507c0980d56f93ded40d7b904beff,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries a stopped/non-terminal marker (STOPPED_QW-ALIGN, a QW-alignment halt, not an error); not accepted, not cited by reference corpus. Live U6-D evidence, still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122107Z_607652_3bb1ace789004c9290193662e057cb48_u6dgates5_STOPPED_QW-ALIGN/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_00000.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122107Z_607652_3bb1ace789004c9290193662e057cb48_u6dgates5_STOPPED_QW-ALIGN/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_00000.parquet,UNTRACKED,parquet,566230,2e8976aacfe1a00b6bf3bd68f129a9831d307cb58c9a273532972646c8fd3918,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries a stopped/non-terminal marker (STOPPED_QW-ALIGN, a QW-alignment halt, not an error); not accepted, not cited by reference corpus. Live U6-D evidence, still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122107Z_607652_3bb1ace789004c9290193662e057cb48_u6dgates5_STOPPED_QW-ALIGN/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_00200.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122107Z_607652_3bb1ace789004c9290193662e057cb48_u6dgates5_STOPPED_QW-ALIGN/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_00200.parquet,UNTRACKED,parquet,574066,f026a65b04a64364badeb688a0feef109b3a585c69fec387517411ad86379f5d,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries a stopped/non-terminal marker (STOPPED_QW-ALIGN, a QW-alignment halt, not an error); not accepted, not cited by reference corpus. Live U6-D evidence, still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
